Hybrid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
4N506/DK3IIH6,-0.3477337659669607,-4.374729491190764,2.130241067199588,0.3116182218305422,-1.362228755229752,1.0333823719752147,-2.37237232304869,-0.14924665831014802,-0.9515569804314769,2.7859291772347015,-2.2240905364342534,7.6291691553185235,-1.6951830134837917,2.4424476294388007,1.4495729028632802,0.29618503425712694,0.7862655301132688,-1.765703054783267,-0.6081109789012079,0.8278084185223659
6F629/DK3IIH6,2.2846526796569213,-4.737183381205142,0.6770812482190098,-0.3196895655761646,-0.4520050496958137,-2.7528886182261676,-1.9408100551147873,0.6206077254691779,-0.6199026647325292,0.7362001580064973,-1.9923745982950645,6.959119981245605,0.05526974744517008,3.4708836413085526,3.069005401822304,-0.10454748313332761,0.23299744391529872,-0.21283623190197962,0.4749807016459561,0.16919126665538306
6F629/LH287,0.24364144524740577,4.6947314191392095,3.7310929353205045,-5.300609608122804,3.7789625994017517,-2.6711949218778837,0.08504649387081126,0.7496528284054437,-1.1678069632155899,-0.2997835522505336,0.224278263472615,0.16272595954666377,1.6169836483659277,1.1024509689798525,0.1610028831998084,0.5756688125153977,1.8287267894968204,-0.5855262936635747,1.449022666563945,0.714496150756919
6F629/PHP02,2.8055095845747493,-8.690400769842512,1.7796630384703362,-0.22503409238107028,0.0606416625477591,-1.8962101954960007,0.014819490148288794,0.7238114370637331,-2.0072252999731903,-0.22740431684878076,-0.7733497899747305,-0.20181774916563266,0.9976687235371543,-0.5122681586622139,0.440044472714438,0.12120636377295066,0.5512219383373766,0.9456020698399324,1.089373561258826,0.7749643873872806
740/PB80,-6.075529940223517,2.478736118903058,2.7409907318239504,-1.2492398787909447,-0.5371707261885706,3.2194064403910345,-3.4432240378831627,0.8296131731856589,-2.983000222645133,2.149842909594172,-2.31092541935165,-0.9951292118266749,-2.0712970421627572,-2.4501932138172404,3.9132563198233155,2.319475043390213,-0.7966796399613594,-0.9948778580161776,1.2988113383543247,-1.4827951570018376
740/PHB47,5.066403454854497,4.52417180881063,-0.7320747352558736,-1.7474907078151387,1.236827096608896,-7.306245509565758,-2.1441962849581633,2.7784629548309474,-3.305304210545213,2.0170595052248768,-3.064017945872307,-3.1288359523451548,-1.518733016416994,-1.2581559005888499,4.495622644373458,1.7079897846916303,-2.0781978078031544,-0.904135663770901,-0.1711159873643093,-0.615242993072607
A632/DK3IIH6,3.878652336535228,-4.901554047562977,4.008377531512674,-0.03681018621524693,-2.2846567939035114,0.5314709379339881,-1.2191602021334442,-0.5973997795262828,2.705081029725208,-2.4813486490146897,-0.10748188939887057,7.621186654125875,0.4859954251681128,3.212178374363197,4.211364701194643,1.7135841946529573,0.39599460334568076,0.8887363625158063,0.779429467037929,-2.226097678511939
A634/DK3IIH6,3.1058372985342073,-4.93619102991138,3.9147028138412763,0.038078146469097664,-1.8492028526024797,-0.08995894878031653,-1.6107012680784958,-1.0166709803153293,2.313149131054717,-2.497650876255642,-0.40746101070322116,7.075603614083462,0.3754288678086771,3.3775547210334462,3.818887674358531,1.2142595963184701,0.3808910200559581,0.038198352927138766,0.6555305607372396,-1.9559754185131808
A634/LH82,1.9925693644443347,-1.4727637030562621,3.1944920839402906,1.2177008363046005,-1.9659505833012396,0.23386270954357438,-7.990441040681017,-2.1598103446715973,7.602925949030045,-0.4694100444391092,3.2794927155775824,-1.4646602834993756,2.0491463262164538,0.2814221000155717,1.2320500023012675,1.730555070947441,0.2526253187816082,0.5579359121551826,1.2028528807428625,-2.2302447281329534
A634/PHZ51,2.2985672268124517,2.9885542094506743,4.614708996621264,8.605475090379217,1.1804973744370437,0.6247739225915829,0.7381951929655902,-0.5723726422009197,1.7709138870382022,-3.7865734719091813,1.8293013424149007,0.5012166276264679,0.628597716261196,0.1122473464714286,1.40983794656586,1.401617743708781,-0.3402869503621698,1.077072954603735,1.5920420267151767,-1.7465973664445715
A635/DK3IIH6,3.069582890428571,-4.826088997566973,3.713069861882174,-0.1036480871784915,-2.0029725633027278,0.1655754798144081,-1.2564424230876055,-1.2492173753417977,2.393245291832762,-2.159108745746388,-0.459175471801977,7.163149730571938,0.8595397907542547,3.53441533089293,3.047583032430329,1.2118900609812246,-0.0750856222950635,-0.37464953932174955,-0.7858603154086659,-1.5753568599673362
A635/LH82,1.9142691619554795,-1.3232999839297914,3.0211588232222364,1.0592987983395177,-2.0835755556697917,0.5473434099157677,-7.586843052135708,-2.41091536647514,7.68388436017443,-0.12262202886864804,3.2898823738229512,-1.3171279179468276,2.541304569698106,0.44147215965964437,0.4482137299678859,1.7204575467219776,-0.15152328564491926,0.1136980161199619,-0.23325044113257423,-1.8575989896586502
A635/PHZ51,2.277194684168611,3.173195365502768,4.444101556483628,8.47992764430914,0.9911260267521439,0.8949465402545137,1.0895852077587367,-0.8364058902920608,1.8623190516390962,-3.3992255653204064,1.8513631270799644,0.6553140614436599,1.1136661583490788,0.28904351396115907,0.6145223647232149,1.4013160717243158,-0.7884417712101415,0.6606316011174422,0.15816590171504252,-1.2966672041447502
A641/LH82,2.282529637709858,-1.1529743465518518,2.509080960009435,0.9987304817812197,-1.7248273559276157,0.7166510313041455,-7.727306961143041,-2.6484848566184667,8.073516990878563,1.2146174796344267,2.513611895375061,-1.7450106581809919,1.217422898802043,0.047056273773811205,0.440398117109261,1.5179872196675404,-0.5544818673038061,0.6065173603869861,0.32937649955653525,-1.0234274192637862
A641/PHZ51,2.6196171089920313,3.308409758183307,3.9627817432167096,8.392924911196815,1.3845917001707317,1.1074740534248717,1.045760670685203,-1.0171500888043774,2.245447262574177,-2.070110321354452,1.1374977968608966,0.2629802843191345,-0.23616404644057337,-0.11985856626657916,0.6192767913996778,1.1670802736243917,-1.1929412521216454,1.1096348262641098,0.7371170731072635,-0.5117919859624865
A672/LH82,2.685939828751831,-0.9570083124091389,2.894322265308618,1.2635868788414306,-2.1283131787795986,0.8165523827205577,-7.7608303212940335,-1.5740511355567988,7.939165945592114,0.10667864199295017,3.291464632716493,-1.2515649745491515,2.461646050070248,0.16233644248576953,1.6106736735752953,1.706921037646497,0.35983785107839383,1.4126691485892933,1.1024786793589276,-2.124239952175221
A672/PHZ51,3.02491013762124,3.5210782147882713,4.321683191009087,8.614524978502084,0.988575458754969,1.204604666890083,0.9433114655994114,0.08262010917766859,2.0836052164116956,-3.243511434924351,1.8583951736399724,0.7312860754127506,0.9757837571578506,-0.07316586478479704,1.7635547523143522,1.354251979493099,-0.23828948851044593,1.9350288223801435,1.4662503448321504,-1.6342660145552237
A679/DK3IIH6,-2.667254259250716,-4.909045296167396,1.3969694475229222,0.19637226352712667,-0.7465351871388372,1.9538853862927559,-2.577063748301354,0.4118183075725653,-1.047740780468851,2.274118153762856,-2.649819912151463,6.809124175498214,-1.7072434238097367,3.643535420810909,1.885914069045346,-0.9260080829219426,0.8002230953556083,-1.1738932713502903,-0.5758894261992598,0.7878224237105955
A679/LH82,-3.79966356521892,-1.3569800552105553,0.7184920125853915,1.357367814261989,-0.9070406469972098,2.280882747658957,-9.014063516156837,-0.7049684536764609,4.292106675901742,4.40045895655796,1.1262800210751318,-1.7322381819185952,-0.03432483674851669,0.5343844759398357,-0.7380973391677977,-0.4385492535314002,0.7308492917557851,-0.7239335194320261,-0.07318311505676495,0.5707443340952575
A679/PHZ51,-3.459044733419437,3.141547159324233,2.1784114899557703,8.797539783902529,2.209944576677729,2.672508779572241,-0.1507341518425105,0.858986715776094,-1.5162466102657017,1.0679280318869033,-0.31676526060434496,0.26617649585923714,-1.4440565494234714,0.4069362803208272,-0.5741611516749046,-0.7570363563912738,0.09017502924815003,-0.21498560538106773,0.3329793709563658,1.0862989127922558
A680/DK3IIH6,-4.309908362881273,-5.246801072122698,1.2148725116547276,0.19036914917554712,-0.8153731581135959,1.922789411590556,-2.485045586505346,0.17236404485271506,-1.4616381935351193,2.389726364759394,-1.9272184564681138,6.839340950821722,-2.1101285088100012,3.6985607413375936,1.582692511447884,-1.0255259129672083,0.5990537651844853,-1.336096757651209,-0.6007204628371029,0.5541509136867817
A680/LH82,-5.434051951751121,-1.697526468448019,0.5329409458699829,1.3322742073933593,-0.9555274450266026,2.269456272322491,-8.934809851972723,-0.9604689010979364,3.887449300337817,4.5139533917832715,1.8400315431908973,-1.7074989692625975,-0.4350806264696615,0.5675616612811512,-1.0509828680567774,-0.5467925189006113,0.5302902831883205,-0.9006725936010502,-0.06612191585568052,0.3290361689251498
A680/PHZ51,-5.114299033086293,2.817732527378436,1.9691984065237955,8.774251267277782,2.158181865007103,2.659055142096994,-0.09209909648343044,0.6397315074632751,-1.9327463524938442,1.168545770594991,0.38493764218478743,0.29249191535265306,-1.854427202498064,0.429545290076518,-0.8570804647539362,-0.8413952344272343,-0.09727356968541914,-0.3611238787973655,0.3044328852986128,0.8605110420349555
AH83/DK3IIH6,4.1483660394216315,-4.620703669082147,2.1406695938924294,-0.3478279496589625,0.06285852276692255,-0.16352157057834052,-1.1193497308731346,-0.6305360893673064,3.0558554503770714,1.7829174914348973,-2.855628632454472,7.091053886353212,-0.8262521512936796,3.1177344368544206,2.2462741964736255,1.012222241800081,-0.21281932844917717,0.1809513423699778,-1.7088123807320328,0.5302902841828105
B103/LH82,3.8969058057423305,-3.6952444339697026,2.6876154220886286,1.8497244513041602,0.5722088522542474,-0.20811426298211783,-6.576233378391318,-1.734659758618901,7.159427407687387,3.5767673498025228,0.4783346131899437,-1.6136035168874685,1.5859595842666394,0.2566269913484122,-0.8870332608809695,-0.3025337170503567,-1.4647623249736337,-1.175714957315977,0.25345062249282757,0.04165704343206312
B103/PHB47,6.709268325302122,-1.0637026949473363,-1.5510383834627177,0.7554540398038841,1.9133187047643503,-8.626962875484761,-1.8840829329168856,2.129977480963939,-3.352117938221534,0.2559940924075121,0.46760687802116424,-0.43472258784183526,-0.10887735607675889,-0.15168045767534655,-0.4339779798330073,0.10844799065550165,-0.8247039368927046,-0.9344919159945629,0.5086995022320333,-0.055598382253740565
B103/PHZ51,4.196808602061105,0.8087906193604334,4.157831654283312,9.240763942560621,3.6251762439817314,0.20804249409215222,2.083796376929729,-0.17220547017822374,1.3393220065076317,0.2824484410768056,-1.0063871821657875,0.32941342475564866,0.1706183910526054,0.10162664500910998,-0.663460819025716,-0.5993593236718778,-2.0178102256323576,-0.6408514463474504,0.5733730916071038,0.6058191788729458
B104/DK3IIH6,1.0592697231890351,-4.515733536251126,1.7199528255177907,0.3617811564482364,-1.027135020755744,-0.3736253904306118,-1.6003587102405474,-1.3705302059696949,0.3309965848612553,1.498751092424471,-2.12516356580192,7.623319176130838,0.5928544990381496,3.1228592215067184,1.8916401947856996,0.4164572905886704,-0.28398250982683326,-1.4641738592124551,-2.0610333419647726,-0.13251361533749012
B104/LH82,-0.0792380431611445,-0.9414643566348067,1.0768814591606002,1.5723683642547173,-1.2557051884879857,0.0176989740223367,-7.978850717375275,-2.496841885865223,5.598714844334256,3.5431435365346773,1.550262099033942,-0.9654917324797879,2.2733009483051534,0.04745735524502024,-0.75457652915354545,0.8723278391407796,-0.2830107715032525,-1.0287409042865794,-1.5784434831924639,-0.370153017384245
B104/PHZ51,0.24665260784930398,3.5157432480914386,2.500860711331643,8.952099956236639,1.9088454118638252,0.37253592808334135,0.8605281391032316,-0.8577472660341162,-0.1884745362934598,0.27769620068153367,0.16277828980176343,1.0691254528552854,0.8608973090834686,-0.12641622381277304,-0.5588361788370471,0.5825087177627178,-0.9081729563416517,-0.5288068268908277,-1.2103514778639979,0.14656892720008846
B105/DK3IIH6,2.797803706934093,-4.116993381908622,1.4576630708960125,-0.14917093631209707,-0.4478217771563551,-0.8222151780036908,-1.256701149845273,-0.5131377894790422,1.6055109408185722,1.3379312782152444,-2.5546372016960204,7.391115994911676,-0.2608572843809916,3.4053587120457327,2.758487914552942,0.6050161464890446,-0.892893789988652,-0.7404384604568198,-1.2365847418624074,1.1201148236810021
B105/LH82,1.696467876100727,-0.575929054563347,0.7551497135884321,0.9964816998892698,-0.6025044336791816,-0.5597508920485171,-7.5832312460442495,-1.6216416826341928,6.8661969472474595,3.3911846799816274,1.1759174559273713,-1.1200307278874373,1.4157547109262618,0.3570017286066131,0.1827342838096403,1.1225907687761558,-0.9658693678488899,-0.2669676734124565,-0.7690347734315294,0.8242888241678313
B105/PHZ51,2.0217279065107636,3.846674859031906,2.1702965781497117,8.390074944006392,2.4634800234274503,-0.14067206952369748,1.1842375641552645,-0.02068234143946837,1.0837871219155013,0.10735490797113263,-0.2804032601671288,0.8693048195568673,0.01779031723317774,0.21966266090878014,0.35539773331134694,0.8017767902889279,-1.601716220412059,0.2698571593529881,-0.3456972629661915,1.3679180592646403
B106/LH82,2.808826393093269,0.0012345187294208054,1.9291748001356566,0.5137214134037522,-1.1354009895555068,0.28211699176808996,-7.389561888509958,-1.3646261986228496,7.744516412376201,4.045986919204618,0.5318978968413582,-1.5737302470878531,1.1487089545276352,-0.7678672351730007,0.19576896298413915,0.6096470816188012,-1.2399196832687993,0.0500876039973706,-0.9833824896994557,0.9241652238694671
B106/PHZ51,3.1284920777042715,4.474932472435564,3.351232419265499,7.916660965546515,1.9718587546942687,0.5877352454082738,1.4015450917489274,0.2601963839250534,1.9341511470893968,0.772955234278312,-0.8669902808159438,0.39831867018178263,-0.26737571596666365,-0.9530712727576083,0.3782061049382513,0.3230626296280382,-1.890397975824778,0.5597619713264907,-0.6295627920061916,1.439528533967459
B109/DK3IIH6,-2.7119134219439607,-5.138847133587454,1.3071843654315614,0.1045704620512075,-0.6368585657480507,1.185200452742145,-2.547377764108174,-0.152282450904519,-0.9395474727587089,2.2320372930314987,-2.103619639897401,7.218942200055844,-1.8732269221721674,3.291781848203906,1.8973002665981098,-0.7084714892811851,1.3706501097255834,-0.5766671002095499,-0.45931735235144394,-0.17832898473709047
B109/LH82,-3.828900451333049,-1.5915572346214737,0.6151094881913923,1.2328867841394453,-0.7643211736629784,1.5276883947374458,-8.964280600001215,-1.2870100983107897,4.386978140372428,4.363274759705233,1.6650480379064252,-1.325312873209705,-0.21486555953353734,0.183980498385923,-0.7093287321763798,-0.2341148879903638,1.3137326935648148,-0.11303546250184432,0.07106140561115847,-0.40959047421498274
B109/PHZ51,-3.5123876552263904,2.8979808143720764,2.0745437338779626,8.661790828623568,2.3224229399673786,1.9164500649410658,-0.1445035143561902,0.31459016308142396,-1.4323147866246686,1.0312834760595382,0.21554262281972894,0.6455604700452945,-1.6319471667787333,0.058895710786628856,-0.525135330691258,-0.540378211469718,0.6814972392245564,0.4053649636781992,0.44367095871207435,0.11281532745588535
B110/DK3IIH6,0.9724615572833446,-4.3985782038365056,1.7070679829587863,0.279959151100111,-0.7011298003360977,-0.43128798828031945,-1.6574885940745825,-1.1112896154540282,0.2794370710804155,1.576071157587943,-2.197023705699571,7.207809852666032,0.030383456480113785,3.0586475419693415,1.5474736551499002,0.7012682505643846,-0.4373767162063001,-2.1347260712239216,-1.7916232559722616,-0.5396271028706013
B111/DK3IIH6,2.551488905236443,-4.095345189621779,1.5462765287691127,-0.17685041814050972,-0.6577898196195046,-1.0085413640193335,-1.2970363758324057,-0.48102261446831385,1.8476150884391307,1.172410083355348,-2.1490914496792386,7.36092088995925,-0.5298204009394514,3.201515395704173,2.6446783584809386,0.31955301964548644,-0.7900148870923149,-0.9815374364991384,-1.2960670510105956,0.3286980302464454
B111/LH82,1.4278271765343655,-0.5513670376754306,0.91021040608659,1.0123163918068983,-0.827952413153065,-0.71449381272029,-7.6263458198710845,-1.5839116296036542,7.099589915840694,3.2767510822182393,1.62679665194286,-1.0892003727553998,1.1267132506096622,0.13663426051173605,0.06632871589153284,0.7977991985309668,-0.8350829433077497,-0.531461839963483,-0.7936512636653817,0.09196229811599188
B111/PHZ51,1.8014659807471758,3.8479731588338377,2.2402963648393364,8.36577774039679,2.268299336734959,-0.3332804689882728,1.1055483582552923,-0.008847193611879434,1.285746279226021,-0.04822820324429713,0.10580159035517821,0.7853678587578146,-0.27642846321230335,0.017133538081376645,0.22940449187765796,0.48427511102694176,-1.458089672323279,-0.03672346714577658,-0.4340698883544793,0.5904039737487025
B118/PHB47,6.25754528137242,1.8040801934358575,-2.8867111245564083,-0.1574678190154735,0.107434750711181,-8.745199954647312,-2.7642967494901756,2.139187178676792,-2.071398588066687,0.0019879700880809387,0.6306370330845142,0.5562366576874189,-0.10351340667537731,-0.3332193450652791,0.2526438538931386,1.0005637467986108,0.10499164982120246,0.7105677195325187,-0.7127867876303715,0.4570706040034728
B119/DK3IIH6,1.7685464495204506,-4.311801725004025,1.4160823334527823,0.13628679542034583,-0.5604092572598875,0.03442104759962713,-1.962193731927908,-1.024967520816509,0.11902847705896903,1.3491167304329565,-2.2066723417602097,7.718599793297496,-0.06235445731444736,2.9633129476050244,1.8597505662068705,0.47799378048557495,-0.5163586759523363,-1.8987810508101104,-1.9384558898646451,-0.3137945888762364
B119/LH82,0.6183241218222124,-0.7839014401652189,0.7222706052077535,1.3346380731570142,-0.7339455788051765,0.3444390837889541,-8.351000514946119,-2.132353091975519,5.398757587990746,3.4564281022711736,1.5212460346309988,-0.8251938477879011,1.6494996002155486,-0.08188728005628708,-0.7600059310792784,0.942618109951974,-0.5745149860478925,-1.5193466654020737,-1.4505105870246788,-0.5554531606413884
B119/PHZ51,0.9981990947359226,3.667444962226022,2.186712481276481,8.71513099750592,2.379820155365146,0.7384272249729575,0.41236859192965314,-0.5709914921780804,-0.3851544861086642,0.14919002389827854,0.06316414712483548,1.1810592086879352,0.2597779727695,-0.27913582861298175,-0.58178842167493094,0.6215748936390691,-1.184135538402404,-0.9793669313213407,-1.1058185343306244,0.009893294624755031
B14/DK3IIH6,2.5648838445640023,-4.8395847563329015,3.741851169017085,-0.02579673691693009,-1.9373041241659286,0.6018470368326224,-1.1782503461137712,-1.0972342223000164,2.3236791931448773,-2.571745492291272,0.4156295083476371,7.285070845984451,0.6969322216349823,3.522247353154143,3.331940698992319,1.1576507586101188,0.15938806404808256,0.38249720180880853,0.4469488646320199,-2.209396596146024
B14A/C103,0.8968941719457084,3.568358971932705,0.8478194607858341,0.06552653469871121,-1.7294600957246098,1.2117113159845119,-0.21003944725125376,-0.2566113274478733,-0.8269549753329415,0.204425066818295,-1.1570036062766793,-0.15808919299479285,0.1164138283932209,-1.0755793577381167,1.5458517533334701,0.6319676742170738,-0.7815125964742575,-0.6426038686233837,-1.2876831092627048,-0.11016000212513309
B14A/DK3IIH6,1.6921327628915634,-4.250661264023245,1.3614786112123907,-0.019803126525295468,-0.6502908381921635,-0.07315350738503754,-1.7529983252196402,-1.2220738262589836,0.23115143960014983,1.4033118128296145,-1.9685380355580895,7.780206502317256,-0.05996197857177579,3.040792044816264,1.812179446883352,0.43732343314306465,-0.47613078465384795,-2.0960869647158575,-2.0372700156966927,-0.2545845927615872
B14A/H95,-0.4884843846706003,1.9816392337249986,-0.18551025918819986,0.039910925164810956,-0.7986141765811731,-0.3747121589943496,-1.929740068166186,-0.1430946669993433,-0.4145510954085632,-0.6704468960414001,0.22184837541804683,3.093765258405838,1.3262755771112003,-0.7101212099053685,-2.5293994791349097,-0.5446554872325118,-0.9958016264855121,0.982976561251063,-2.6006026141632326,-1.0691652979183495
B14A/LH82,0.5302381893489011,-0.7167705993413982,0.6725128445330789,1.151638371617596,-0.8297777865946891,0.29415187380773594,-8.077677346829928,-2.3356504597706294,5.512410638777505,3.518432829810671,1.7393014423853992,-0.7387812796977831,1.5851587593017855,0.008907312503995271,-0.7994847545537064,0.897479228120611,-0.5364096063349978,-1.7150742820619684,-1.5653579556200579,-0.4977667585504526
B14A/MO17,-0.4458655328332105,3.6032835466345357,2.2351997673205157,-1.039633087956521,-0.1967295572258446,1.2054070473826577,-1.4259911782702321,-0.4594388830306509,-1.0354576577097694,1.4607866798737996,-3.8389685181031297,-1.6024584033737341,-0.3190651781133699,-1.338677790342895,4.3030223547715005,2.694408206398995,-2.5984248227380715,-0.9750699668017294,-1.1192331876568586,-0.7518261393958375
B14A/OH43,-0.30633960571355523,2.69357640614077,0.768428126202935,-0.906818755555651,-1.516945688544515,-0.5392858138392347,-1.6426557589063713,-0.23272602086588956,-0.2849979495686601,-0.7273240089644933,0.03989837196752492,3.962955357710041,1.3971230707280249,-0.7425255606588941,-5.2972517449853,-1.755110244525046,-1.8725397140275386,2.3093474531599463,-2.5646853543863424,-1.9521596189687143
B2/DK3IIH6,3.626595475671758,-4.469490518847245,2.1122696855078287,-0.11452479469378643,-1.0785277137107827,-0.42888083458811893,-1.6707857682888152,-0.36360573597049994,2.5007536403505335,1.0764085131990786,-3.1001351941375397,7.411219542128873,-0.6925476466398052,3.4299247530678922,2.6515889644282002,0.238293176763808,-0.24961311014597187,-0.01844101501711866,-1.3240279979516103,0.509210307370091
B37/C103,5.16377114277294,4.336154329960844,-2.061002213161316,-0.3493691001075876,-0.2938302161638278,-4.617914839215129,0.5967338598672427,1.8573626543918724,-2.3965261635660204,-0.23056101128888334,-0.952831964765741,-2.3272684934903842,-0.7718990869615331,-0.523041101447418,2.8497021900153334,-0.8670760369996235,-0.667091547506708,1.1227479268265514,0.46552693873789247,-0.2723742577524051
B37/H95,3.8899122176398278,2.715314841653571,-3.0704364836321463,-0.4596973121381852,0.6184168315496917,-6.284787805473482,-1.086864610247635,2.019329861869378,-1.9363484052455135,-1.0565306019370946,0.501891190308599,0.9156544543371503,0.4931895285818697,-0.18305094261426294,-1.2235120882249462,-2.129778727273351,-0.8753493742532361,2.669768072641892,-0.8262820558567151,-1.2135479774052829
B37/MO17,3.8531744372273047,4.3044319980246,-0.7387152032900733,-1.5438450096019707,1.1013038668864203,-4.394493685182515,-0.5597632350378775,1.5873878592467112,-2.493978284719233,1.0232686937678659,-3.714003669700043,-3.8433395969163078,-1.202624303538108,-0.7294121476196957,5.607812550202985,1.14025780318133,-2.397365738134274,0.6758126482218376,0.5242593211996434,-0.9606470829034109
B37/OH43,4.053872222862954,3.458057920859653,-2.074647146240799,-1.3599177978163184,-0.026409745459618043,-6.38460872796744,-0.8382077469493646,1.9525657990275298,-1.843001465030161,-1.1582643554967995,0.3210848164641528,1.7970245721257154,0.5452090845880861,-0.22174163227518087,-3.98334027091636,-3.3346429529855484,-1.7590115301733482,4.035021988044801,-0.8008059441675245,-2.1105558007602006
B37/PHZ51,5.168591469503277,4.508702686081558,-0.7506887744833095,8.074261153351983,3.712430609086572,-5.188105749755812,1.492606058931205,1.4062905858173447,-1.8330553705748718,-0.2009773483256311,0.5713583603614224,-0.9174625014691993,-0.7365421496938938,0.40496329920176344,0.6772091405854594,-0.9648857866972141,-0.9996809540161186,0.5231391895973665,0.47473935345066615,-0.09646003626270791
B68/LH82,1.99791048588088,-1.1450057824870066,2.7421629828989857,1.1124080648552799,-1.904152705241011,1.1802876738487662,-7.249036117435701,-2.3342134192130306,7.771922972430344,0.08366229928092092,3.423547901135852,-1.422632955831422,1.7694234354864984,0.3848037341360743,0.48345212966227735,1.1535926610785499,-0.037167707833052524,0.6780893109969568,0.9198778895247393,-1.6371104152123332
B68/PHZ51,2.32974990734735,3.2992058634130514,4.229891635250861,8.487435037187343,1.2173424000459325,1.569087286761561,1.4727356911114102,-0.7571237871567807,1.9805092957994075,-3.217392228340273,2.008055535882776,0.5583515894789259,0.36550147487980794,0.19884919440143148,0.6647699679943935,0.8141337396118945,-0.6355195171815521,1.2470425709197386,1.2778034506910916,-1.1059023942173114
